text,source,claim_num,group
says rival jill karofsky wants to disarm law abiding citizens.,politifact,1260,3
even fairfax county doesnt pay the kind of (school administration) salaries that richmond is paying right now.,politifact,1261,3
says jill karofsky as a prosecutor went easy on a madison man in a 1999 sexual assault case,politifact,1262,3
"swing state hit with 2020 voting lawsuit - accused of registering over 1,500 deceased people in pennsylvania.",politifact,1263,3
says a marquette professor called him a maverick and found no correlation between his opinions and conservative background.,politifact,1264,3
nate mcmurray wants to reward illegals with amnesty.,politifact,1265,3
"so trump comes to nashville to oversee damage from the tornado. he flies into the area in a helicopter to get there without further traffic problems in the city. he writes personal checks to those in need, with his personal accountant in tow.",politifact,1266,3
says you can get a free $100 lowes coupon by answering a few questions,politifact,1267,3
replacing marriage licenses with domestic union contracts does not alter state or federal benefits.,politifact,1268,3
says joe biden just announced on cnn he will completely shut down drilling for oil and natural gas on day one of his administration.,politifact,1269,3
"ive passed more bills than sen. larson has, because ... he hasnt passed any.",politifact,1270,3
"a list of 11 names are marines that gave their lives this week for everyone in this country. there is no media for them, not even a mention of their names.",politifact,1271,3
says oprah winfreys house has been seized and they are excavating the property and digging up the tunnels!,politifact,1272,3
"because the federal reserve recently cut interest rates to near 0%, the fed will be of little consequence now. theyve already used what leverage they have.",politifact,1273,3
"right now we have over 40,000 new jobs in a little over 18 months in missouri.",politifact,1274,3
says a video of joe biden and beto orourke at a texas whataburger shows biden looking directly into the camera and promising to take away americans guns if elected.,politifact,1275,3
says north carolina gov. roy cooper has seen his approval rating plummet,politifact,1276,3
says joe biden mistakes idaho for iowa in visit to boise fundraiser.,politifact,1277,3
bernie sanders has never taken corporate lobbyist money in his *entire political career.*,politifact,1278,3
"says at polling places in texas on super tuesday the republican side gets 25 machines, the democratic side gets 5 machines. people were literally standing in line for seven hours.",politifact,1279,3
"says u.s. rep. dan lipinski voted against the dream act, supports separating families and banning muslims.",politifact,1280,3
says an image of a vermont mansion is one of bernie sanders homes.,politifact,1281,3
bloomberg spent $500 million on ads. the u.s. population is 327 million. he could have given each american $1 million and still have money left over.,politifact,1282,3
"says bernie sanders only had 3,444 votes in nevada.",politifact,1283,3
"i pay $165 a month on my student loans for the next 13 years to pay them off. with bernie sanders plan, my student loans will be forgiven. ill only have to pay $450 extra in taxes a month for the next 25 years to make sure ill have no more student debt.",politifact,1284,3
asteroid warning: nasa tracks a 4km killer rock on approach - could end human civilisation.,politifact,1285,3
"says every time the dscc endorsed someone in north carolina's u.s. senate primary, and the person they didnt support was black, the candidate they picked ended up losing.",politifact,1286,3
says quaden bayles committed suicide.,politifact,1287,3
says of the milwaukee mass shooter: supposedly he is black. a noose was hung on his locker and he addressed the issue and he was fired! so he returned the next work day and killed who he all thought were involved.,politifact,1288,3
bernie (sanders) is a communist.,politifact,1289,3
i had the great honor of being arrested with our u.n. ambassador on the streets of soweto trying to get to see (nelson mandela) on robbens island.,politifact,1290,3
"in 1962, joe biden worked with segregationists, elizabeth warren debated as a pro-vietnam conservative while bernie sanders organized against segregation and vietnam war",politifact,1291,3
bernie sanders in 1963  arrested protesting segregation. joe biden in 1975  passionate speech defending segregation.,politifact,1292,3
bernie sanders voted in favor of every war during his tenure.,politifact,1293,3
bernie logic: nobody can live on $7 an hour. we must raise the minimum wage to $15 an hour. also we must raise the tax rate to 52%. $15 an hour * 52% = $7.80. $15 an hour - $7.80 = $7.20. $7.20 an hour!!!,politifact,1294,3
pepsico announced mountain dew will be discontinued over health concerns.,politifact,1295,3
says former congressman keith ellison beats his girlfriend and democrats make him the deputy chair of the dnc.,politifact,1296,3
"jihad will continue until all the hindus, christians, buddhists, atheists are killed. your secularism & tolerance can not change our ideology. quran does not permit survival of non-muslims.  abdullah zuber.",politifact,1297,3
"says obama said black people have the worst jobs, the worst housing and face rampant police brutality, but when so-called black committeemen came around election time wed all line up and vote the straight democratic ticket, sell our souls for a christmas turkey.",politifact,1298,3
"says bernie sanders opposed obamacare, didn't like the fact we didn't push a single-payer option.",politifact,1299,3
says a photo of pete buttigieg in a military uniform was staged.,politifact,1300,3
trumps farmer bailout is now twice the size of obamas gm bailout. the big difference is gm paid their bailout back  with interest.,politifact,1301,3
"says u.s. immigration and customs enforcement will be at every polling station on nov. 3, 2020.",politifact,1302,3
says a michigan funeral home employee was cremated by mistake while taking a nap.,politifact,1303,3
"(a recent study) said medicare for all will lower health care costs in this country by $450 billion a year and save the lives of 68,000 people who would otherwise have died.",politifact,1304,3
there is a group going to homes and pretending to be officials from home affairs. they have documents with the letterhead department of home affairs and claim to be confirming that everyone has a valid id for the upcoming census. they are robbing homes.,politifact,1305,3
quotes actor will smith as saying: im not afraid to say that trump and his supporters are ba_Â¦,politifact,1306,3
"say bernie sanders said, italians are gangsters and irish are drunk and jews are greedy and black people smell.",politifact,1307,3
"if you like your private plan, you can keep it.",politifact,1308,3
violent crime in south bend doubled during mayor petes tenure.,politifact,1309,3
"rep. devin nunes, r-calif., said defending trump is more important than the united states.",politifact,1310,3
says bernie sanders would go beyond reform and reorder the economy in ways most democrats  let alone most americans  dont support.,politifact,1311,3
bloomberg says he wants to ban guns holding more than three rounds.,politifact,1312,3
"pardons  obama: 1,927, trump: 26. and trump is abusing that power?",politifact,1313,3
americas carbon emissions are being reduced at a rate far higher than any country in the world.,politifact,1314,3
"bernie sanders wants free health care for all and was asked how he would pay for it. his answer was raise taxes to 52% on anybody making over $29,000 per year.",politifact,1315,3
"amy, i looked online at your (health care) plan. its two paragraphs.",politifact,1316,3
says president trumps limousine driver did burnouts to entertain daytona 500 spectators during a rain delay.,politifact,1317,3
says image shows pete buttigieg in a leather suit posing with two other men.,politifact,1318,3
video shows democratic presidential candidates speechless for 20 seconds when discussing whether any of them started a business.,politifact,1319,3
says the united nations plans to implant everyone with a biometric id.,politifact,1320,3
"says maxine waters tweeted, every single gun owner i have talked to has told me, as soon as i walked out of that gun store, i felt a killer growing inside of me. when will we acknowledge there is no such thing as a responsible gun owner?",politifact,1321,3
"yet, for all that spending, health outcomes today on medicaid are mediocre and many patients have difficulty accessing care.",politifact,1322,3
violent crime rates increased in all but two wisconsin cities between 2008 and 2017.,politifact,1323,3
says a photo shows the height difference between donald trump and mike bloomberg.,politifact,1324,3
"says kobe bryants eldest daughter, natalia, left a suicide video after being bullied.",politifact,1325,3
says a photo shows an elephant carrying a lion cub to a pool of water so it wouldnt die.,politifact,1326,3
mayor bloomberg was busy blaming african americans and latinos for the housing crisis in 2008.,politifact,1327,3
a photo of pete buttigieg in a military uniform without visible patches shows that he is a fraud.,politifact,1328,3
"says mike bloomberg opposed modest proposals during barack obamas presidency to raise taxes on the wealthy, while advocating for cuts to medicare and social security.",politifact,1329,3
photo shows bernie sanders at the 1969 stonewall riots.,politifact,1330,3
michigan prosecutor looks to release 90 convicted murderers serving life sentences.,politifact,1331,3
"after pushing through a red flag law in the new mexico senate, gov. michelle lujan grisham has had the firearms of her guards and household seized.",politifact,1332,3
says a teenage pete buttigieg was arrested in the late 1990s for killing dogs.,politifact,1333,3
"quotes kamala harris as saying: after we impeach, we round up the trump supporters.",politifact,1334,3
sanders medicare for all plan would cost more than the entire federal budget that we spend now.,politifact,1335,3
the widow and son of a deceased military veteran looked on in horror as speaker nancy pelosi ripped up a copy of the state of the union.,politifact,1336,3
"this is a 1927 news article showing america was sold to five billionaires the rothschilds, rockefellers, duponts, harrimans and warburgs.",politifact,1337,3
says republicans just won two congressional seats in north carolina that were not supposed to be won.,politifact,1338,3
our new (health care) plans are up to 60% less expensive and better than obamacare.,politifact,1339,3
chinese people eat human baby soup to improve health.,politifact,1340,3
"north carolina's democratic primary is open to all registered voters, regardless of registration.",politifact,1341,3
"says with his guilty impeachment vote, senator mitt romney could be removed from office.",politifact,1342,3
"mitt romneys father u.s. senator george romney, was a liberal republican who had ties to saul alinsky, yes, the same dude who wrote the book, rules for radicals and dedicated to satan.",politifact,1343,3
"says william barr tweeted, breaking news senator mitt romney is the only republican senator who voted to remove president trump from office_Â¦ in a completely unrelated story senator mitt romney is also the only republican senator who has a son who sits on the board of a ukrainian energy company.",politifact,1344,3
says joe bidens campaign told an iowa library where jill biden was holding an event to remove the american flag as they did not want to say the pledge of allegiance.,politifact,1345,3
says a video proves pelosi was planning to rip up president donald trumps state of the union address from the start.,politifact,1346,3
we have an america where _Â¦ hard-working families have flat wages.,politifact,1347,3
"says a photo shows patrick mahomes wearing a shirt that says, the great state of kansas.",politifact,1348,3
"nancy pelosi may have just committed a violation of 18 u.s.c. _Â§ 2071, section 2071 (a) when she ripped up president trumps state of the union address. this violation is punishable by up to three years in prison.",politifact,1349,3
"says donald trump tweeted, i have it on good authority that the real reason for the delayed results from the #iowacaucus is they are trying to hide the fact that the winner was @verminsupreme. this is one time i hope the dnc is actually successful, as vermin is the only candidate that is smart (and crazy) enough to possibly beat me!",politifact,1350,3
says eight iowa counties have more adults registered to vote than voting-aged adults living there.,politifact,1351,3
says kobe bryants wife recorded her suicide after depression attack this morning.,politifact,1352,3
